"BarrierType","lat","lon","Name","SARPID","Source","SourceID","Snapped","NHDPlusID","River","StreamSizeClass","FlowsToOcean","FlowsToGreatLakes","NIDID","NIDFederalID","PartnerID","Estimated","AnnualVelocity","AnnualFlow","TotDASqKm","YearCompleted","FERCRegulated","StateRegulated","NRCSDam","FedRegulatoryAgency","WaterRight","IsPriority","Height","Length","Width","Hazard","Construction","Purpose","Passability","FishScreen","ScreenType","Feasibility","Recon","Diversion","LowheadDam","StorageVolume","WaterbodyAcres","Fatality","Removed","YearRemoved","Condition","PassageFacility","TESpp","StateSGCNSpp","RegionalSGCNSpp","Trout","OwnerType","BarrierOwnerType","ProtectedLand","SourceLink","EJTract","EJTribal","NativeTerritories","WildScenicRiver","FishHabitatPartnership","Basin","Subbasin","Subwatershed","HUC2","HUC6","HUC8","HUC10","HUC12","State","County","CongressionalDistrict","Excluded","Invasive","OnLoop","HasNetwork","Ranked","Intermittent","Canal","StreamOrder","Landcover","SizeClasses","PerennialSizeClasses","MainstemSizeClasses","TotalUpstreamMiles","PerennialUpstreamMiles","IntermittentUpstreamMiles","AlteredUpstreamMiles","UnalteredUpstreamMiles","PercentUnaltered","PerennialUnalteredUpstreamMiles","PercentPerennialUnaltered","ResilientUpstreamMiles","PercentResilient","UpstreamDrainageAcres","UpstreamUnalteredWaterbodyAcres","UpstreamUnalteredWetlandAcres","TotalDownstreamMiles","FreeDownstreamMiles","FreePerennialDownstreamMiles","FreeIntermittentDownstreamMiles","FreeAlteredDownstreamMiles","FreeUnalteredDownstreamMiles","FreeResilientDownstreamMiles","GainMiles","PerennialGainMiles","TotalNetworkMiles","TotalPerennialNetworkMiles","TotalUpstreamMainstemMiles","PerennialUpstreamMainstemMiles","IntermittentUpstreamMainstemMiles","AlteredUpstreamMainstemMiles","UnalteredUpstreamMainstemMiles","PerennialUnalteredUpstreamMainstemMiles","PercentMainstemUnaltered","FreeLinearDownstreamMiles","FreePerennialLinearDownstreamMiles","FreeIntermittentLinearDownstreamMiles","FreeAlteredLinearDownstreamMiles","FreeUnalteredLinearDownstreamMiles","MainstemGainMiles","PerennialMainstemGainMiles","TotalMainstemNetworkMiles","TotalMainstemPerennialNetworkMiles","UpstreamWaterfalls","UpstreamDams","UpstreamSmallBarriers","UpstreamRoadCrossings","UpstreamHeadwaters","TotalUpstreamRoadCrossings","TotalDownstreamWaterfalls","TotalDownstreamDams","TotalDownstreamSmallBarriers","MilesToOutlet","InvasiveNetwork","YellowstoneCutthroatTroutHabitatUpstreamMiles","FreeYellowstoneCutthroatTroutHabitatDownstreamMiles","URL","CrossingCode","NearestCrossingID","NearestUSGSCrossingID","Road","RoadType","CrossingType","Constriction","PotentialProject","BarrierSeverity","SARP_Score","ProtocolUsed"
"Assessed road-related barrier",42.958195,-110.95191,"","sm174999","YCT Barriers 2008","17040105br057",true,55001200080404,"","1b","yes","no","","","","no",0.8789318,1.01459,22.9237,-1,"Not applicable","Not applicable","Not applicable","","Not applicable","not identified as a priority by resource managers",-1,-1,-1,"Not applicable","Not applicable  (road-related barrier)","Not applicable (road-related barrier)","Partial passability","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not yet evaluated","Not applicable (road-related barrier)","Not applicable (road-related barrier)",,-1,,"no",0,"Unknown","Unknown or none",0,0,0,"cutthroat trout","","Unknown","no","","no","no","Cayuse, Umatilla and Walla Walla, Shoshone-Bannock","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Salt","Limekiln Creek-Salt River","17","170401","17040105","1704010503","170401050302","Wyoming","Lincoln","WY00","no","no","yes","no","no","stream is likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"off network",-1,-1,"https://aquaticbarriers.org/report/combined_barriers/sm174999","","sm174999","6636343","","Unknown","Unknown","Unknown","Indeterminate","Indeterminate barrier",-1,""
"Assessed road-related barrier",42.94734,-110.97287,"","sm175000","YCT Barriers 2008","17040105br056",true,55001200080404,"","1b","yes","no","","","","no",0.8789318,1.01459,22.9237,-1,"Not applicable","Not applicable","Not applicable","","Not applicable","not identified as a priority by resource managers",-1,-1,-1,"Not applicable","Not applicable  (road-related barrier)","Not applicable (road-related barrier)","Partial passability","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not yet evaluated","Not applicable (road-related barrier)","Not applicable (road-related barrier)",,-1,,"no",0,"Unknown","Unknown or none",0,0,0,"cutthroat trout","","Local government","no","","no","no","Cayuse, Umatilla and Walla Walla, Shoshone-Bannock","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Salt","Limekiln Creek-Salt River","17","170401","17040105","1704010503","170401050302","Wyoming","Lincoln","WY00","no","no","yes","no","no","stream is likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"off network",-1,-1,"https://aquaticbarriers.org/report/combined_barriers/sm175000","","sm175000","6624227","","Unknown","Unknown","Unknown","Indeterminate","Indeterminate barrier",-1,""
"Assessed road-related barrier",42.944267,-111.00736,"","sm175002","YCT Barriers 2008","17040105br054",true,55001200077180,"","1b","yes","no","","","","no",0.5882238,0.027521,27.9419,-1,"Not applicable","Not applicable","Not applicable","","Not applicable","not identified as a priority by resource managers",-1,-1,-1,"Not applicable","Not applicable  (road-related barrier)","Not applicable (road-related barrier)","Partial passability","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not yet evaluated","Not applicable (road-related barrier)","Not applicable (road-related barrier)",,-1,,"no",0,"Unknown","Unknown or none",0,0,0,"cutthroat trout","","Unknown","no","","no","no","Cayuse, Umatilla and Walla Walla, Shoshone-Bannock","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Salt","Limekiln Creek-Salt River","17","170401","17040105","1704010503","170401050302","Wyoming","Lincoln","WY00","no","no","yes","no","no","stream is likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"off network",-1,-1,"https://aquaticbarriers.org/report/combined_barriers/sm175002","","sm175002","6610965","","Unknown","Unknown","Unknown","Indeterminate","Indeterminate barrier",-1,""
"Assessed road-related barrier",43.415127,-111.337456,"Road barrier - Snake River Road","sm269490","SARP AOP Inland Surveys Exported Oct/2/2022","",true,55001200032443,"Squaw Creek","1a","yes","no","","","","no",1.0312846,1.710248,9.8699,-1,"Not applicable","Not applicable","Not applicable","","Not applicable","not identified as a priority by resource managers",-1,-1,-1,"Not applicable","Not applicable  (road-related barrier)","Not applicable (road-related barrier)","Partial passability","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not yet evaluated","Not applicable (road-related barrier)","Not applicable (road-related barrier)",,-1,,"no",0,"Satisfactory","Unknown or none",0,0,0,"not recorded","USDA Forest Service (ownership boundary)","Unknown","yes","","no","no","Cayuse, Umatilla and Walla Walla, Shoshone-Bannock","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Palisades","Pritchard Creek-Snake River","17","170401","17040104","1704010407","170401040705","Idaho","Bonneville","ID02","no","no","no","no","no","stream is likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"off network",-1,-1,"https://aquaticbarriers.org/report/combined_barriers/sm269490","xy434167111335","sm269490","6668728","Snake River Road","Unpaved","Culvert","Moderate","Minor Barrier","Minor barrier",0.7616484,"NAACC/SARP"
"Assessed road-related barrier",43.41555,-111.33705,"Road barrier - Snake River Road","sm269491","SARP AOP Inland Surveys Exported Oct/2/2022","",true,55001200032443,"Squaw Creek","1a","yes","no","","","","no",1.0312846,1.710248,9.8699,-1,"Not applicable","Not applicable","Not applicable","","Not applicable","not identified as a priority by resource managers",-1,-1,-1,"Not applicable","Not applicable  (road-related barrier)","Not applicable (road-related barrier)","Partial passability","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not yet evaluated","Not applicable (road-related barrier)","Not applicable (road-related barrier)",,-1,,"no",0,"Satisfactory","Unknown or none",0,0,0,"not recorded","USDA Forest Service (ownership boundary)","Unknown","yes","","no","no","Cayuse, Umatilla and Walla Walla, Shoshone-Bannock","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Palisades","Pritchard Creek-Snake River","17","170401","17040104","1704010407","170401040705","Idaho","Bonneville","ID02","no","no","no","no","no","stream is likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"off network",-1,-1,"https://aquaticbarriers.org/report/combined_barriers/sm269491","xy434167111335","sm269491","6668729","Snake River Road","Unpaved","Culvert","Severe","Minor Barrier","Minor barrier",0.71552074,"NAACC/SARP"
"Assessed road-related barrier",43.418423,-111.333145,"Road barrier - Snake River Road","sm269492","SARP AOP Inland Surveys Exported Oct/2/2022","",true,55001200032443,"Squaw Creek","1a","yes","no","","","","no",1.0312846,1.710248,9.8699,-1,"Not applicable","Not applicable","Not applicable","","Not applicable","not identified as a priority by resource managers",-1,-1,-1,"Not applicable","Not applicable  (road-related barrier)","Not applicable (road-related barrier)","Partial passability","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not yet evaluated","Not applicable (road-related barrier)","Not applicable (road-related barrier)",,-1,,"no",0,"Satisfactory","Unknown or none",0,0,0,"not recorded","USDA Forest Service (ownership boundary)","Unknown","yes","","no","no","Cayuse, Umatilla and Walla Walla, Shoshone-Bannock","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Palisades","Pritchard Creek-Snake River","17","170401","17040104","1704010407","170401040705","Idaho","Bonneville","ID02","no","no","no","no","no","stream is likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"off network",-1,-1,"https://aquaticbarriers.org/report/combined_barriers/sm269492","xy434167111335","sm269492","6668731","Snake River Road","Unpaved","Culvert","Severe","Minor Barrier","Minor barrier",0.7364604,"NAACC/SARP"
"Assessed road-related barrier",43.365086,-111.23968,"Road barrier - Snake River Road / Yeaman Creek","sm269493","SARP AOP Inland Surveys Exported Oct/2/2022","",true,55001200044376,"Yeaman Creek","1a","yes","no","","","","no",1.0310692,2.009901,7.1804,-1,"Not applicable","Not applicable","Not applicable","","Not applicable","not identified as a priority by resource managers",-1,-1,-1,"Not applicable","Not applicable  (road-related barrier)","Not applicable (road-related barrier)","Partial passability","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not yet evaluated","Not applicable (road-related barrier)","Not applicable (road-related barrier)",,-1,,"no",0,"Satisfactory","Unknown or none",0,0,0,"not recorded","","Unknown","no","","no","no","Cayuse, Umatilla and Walla Walla, Shoshone-Bannock","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Palisades","Sheep Creek-Snake River","17","170401","17040104","1704010407","170401040701","Idaho","Bonneville","ID02","yes","no","no","no","no","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"off network",-1,-1,"https://aquaticbarriers.org/report/combined_barriers/sm269493","xy433650111239","sm269493","6633582","Snake River Road","Unpaved","Culvert","Moderate","Insignificant Barrier","Insignificant barrier",0.8790242,"NAACC/SARP"
"Assessed road-related barrier",43.44393,-111.294685,"Road barrier - Rainy Creek Road / Rainy Creek","sm269494","SARP AOP Inland Surveys Exported Oct/2/2022","",true,55001200091904,"Rainy Creek","1b","yes","no","","","","no",1.3211031,45.39675,97.7449,-1,"Not applicable","Not applicable","Not applicable","","Not applicable","not identified as a priority by resource managers",-1,-1,-1,"Not applicable","Not applicable  (road-related barrier)","Not applicable (road-related barrier)","Partial passability","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not yet evaluated","Not applicable (road-related barrier)","Not applicable (road-related barrier)",,-1,,"no",0,"Satisfactory","Unknown or none",0,0,0,"not recorded","","Unknown","no","","no","no","Cayuse, Umatilla and Walla Walla, Newe Sogobia (Eastern Shoshone), Shoshone-Bannock","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Palisades","Rainey Creek","17","170401","17040104","1704010407","170401040703","Idaho","Bonneville","ID02","yes","no","no","no","no","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"off network",-1,-1,"https://aquaticbarriers.org/report/combined_barriers/sm269494","xy432663111176","sm269494","6620502","Rainy Creek Road","Paved","Bridge","Moderate","Insignificant Barrier","Insignificant barrier",0.914,"NAACC/SARP"
"Assessed road-related barrier",43.449413,-111.28496,"Road barrier - Rainy Creek Road / Rainy Creek","sm269495","SARP AOP Inland Surveys Exported Oct/2/2022","",true,55001200091904,"Rainy Creek","1b","yes","no","","","","no",1.3211031,45.39675,97.7449,-1,"Not applicable","Not applicable","Not applicable","","Not applicable","not identified as a priority by resource managers",-1,-1,-1,"Not applicable","Not applicable  (road-related barrier)","Not applicable (road-related barrier)","Partial passability","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not yet evaluated","Not applicable (road-related barrier)","Not applicable (road-related barrier)",,-1,,"no",0,"Satisfactory","Unknown or none",0,0,0,"not recorded","","Unknown","no","","no","no","Cayuse, Umatilla and Walla Walla, Newe Sogobia (Eastern Shoshone), Shoshone-Bannock","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Palisades","Rainey Creek","17","170401","17040104","1704010407","170401040703","Idaho","Bonneville","ID02","yes","no","no","no","no","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"off network",-1,-1,"https://aquaticbarriers.org/report/combined_barriers/sm269495","xy4344481113013","sm269495","6620503","Rainy Creek Road","Paved","Bridge","Moderate","Insignificant Barrier","Insignificant barrier",0.82843363,"NAACC/SARP"
"Assessed road-related barrier",43.43433,-111.30264,"Road barrier - Trumpeter Lane / Rainy Creek","sm269497","SARP AOP Inland Surveys Exported Oct/2/2022","",false,-1,"Rainy Creek","","off network","off network","","","","no",-1,-1,-1,-1,"Not applicable","Not applicable","Not applicable","","Not applicable","not identified as a priority by resource managers",-1,-1,-1,"Not applicable","Not applicable  (road-related barrier)","Not applicable (road-related barrier)","Partial passability","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not yet evaluated","Not applicable (road-related barrier)","Not applicable (road-related barrier)",,-1,,"no",0,"Satisfactory","Unknown or none",0,0,0,"not recorded","","Unknown","no","","no","no","Cayuse, Umatilla and Walla Walla, Newe Sogobia (Eastern Shoshone), Shoshone-Bannock","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Palisades","Rainey Creek","17","170401","17040104","1704010407","170401040703","Idaho","Bonneville","ID02","yes","no","no","no","no","off network","stream is identified by NHD as a canal/ditch",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"off network",-1,-1,"https://aquaticbarriers.org/report/combined_barriers/sm269497","xy432605111181","","","Trumpeter Lane","Unpaved","Bridge","Spans only bankfull/active channel","Insignificant Barrier","Insignificant barrier",0.98747116,"NAACC/SARP"
"Assessed road-related barrier",43.440323,-111.31785,"Road barrier - Rainy Creek Road / Rainy Creek","sm269498","SARP AOP Inland Surveys Exported Oct/2/2022","",true,55001200076029,"Rainy Creek","2","yes","no","","","","no",1.1350245,45.56002,106.3303,-1,"Not applicable","Not applicable","Not applicable","","Not applicable","not identified as a priority by resource managers",-1,-1,-1,"Not applicable","Not applicable  (road-related barrier)","Not applicable (road-related barrier)","Partial passability","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not yet evaluated","Not applicable (road-related barrier)","Not applicable (road-related barrier)",,-1,,"no",0,"Satisfactory","Unknown or none",0,0,0,"not recorded","","Unknown","no","","no","no","Cayuse, Umatilla and Walla Walla, Newe Sogobia (Eastern Shoshone), Shoshone-Bannock","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Palisades","Rainey Creek","17","170401","17040104","1704010407","170401040703","Idaho","Bonneville","ID02","yes","no","no","no","no","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"off network",-1,-1,"https://aquaticbarriers.org/report/combined_barriers/sm269498","xy434402111317","sm269498","6620501","Rainy Creek Road","Paved","Bridge","Spans only bankfull/active channel","Insignificant Barrier","Insignificant barrier",0.9896318,"NAACC/SARP"
"Assessed road-related barrier",43.44556,-111.32968,"Road barrier - Ranger Station Road / Rainy Creek","sm269499","SARP AOP Inland Surveys Exported Oct/2/2022","",true,55001200107805,"Rainy Creek","2","yes","no","","","","no",0.8806953,45.575516,107.1443,-1,"Not applicable","Not applicable","Not applicable","","Not applicable","not identified as a priority by resource managers",-1,-1,-1,"Not applicable","Not applicable  (road-related barrier)","Not applicable (road-related barrier)","Partial passability","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not yet evaluated","Not applicable (road-related barrier)","Not applicable (road-related barrier)",,-1,,"no",0,"Satisfactory","Unknown or none",0,0,0,"not recorded","","Local government","no","","no","no","Cayuse, Umatilla and Walla Walla, Newe Sogobia (Eastern Shoshone), Shoshone-Bannock","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Palisades","Rainey Creek","17","170401","17040104","1704010407","170401040703","Idaho","Bonneville","ID02","yes","no","no","no","no","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"off network",-1,-1,"https://aquaticbarriers.org/report/combined_barriers/sm269499","xy434455111329","sm269499","6621531","Ranger Station Road","Paved","Bridge","Moderate","Insignificant Barrier","Insignificant barrier",0.95147115,"NAACC/SARP"
"Assessed road-related barrier",43.45117,-111.33753,"Road barrier - Commissary Road / Rainy Creek","sm269500","SARP AOP Inland Surveys Exported Oct/2/2022","",true,55001200123787,"Rainy Creek","2","yes","no","","","","no",1.0880632,45.58799,107.7995,-1,"Not applicable","Not applicable","Not applicable","","Not applicable","not identified as a priority by resource managers",-1,-1,-1,"Not applicable","Not applicable  (road-related barrier)","Not applicable (road-related barrier)","Partial passability","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not yet evaluated","Not applicable (road-related barrier)","Not applicable (road-related barrier)",,-1,,"no",0,"Satisfactory","Unknown or none",0,0,0,"not recorded","","Local government","no","","no","no","Cayuse, Umatilla and Walla Walla, Newe Sogobia (Eastern Shoshone), Shoshone-Bannock","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Palisades","Rainey Creek","17","170401","17040104","1704010407","170401040703","Idaho","Bonneville","ID02","yes","no","no","no","no","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"off network",-1,-1,"https://aquaticbarriers.org/report/combined_barriers/sm269500","xy434511111337","sm269500","6620613","Commissary Road","Paved","Bridge","Moderate","Insignificant Barrier","Insignificant barrier",0.95288175,"NAACC/SARP"
"Assessed road-related barrier",43.525757,-111.188675,"Road barrier - N/S Rainy Creek Trail / Rainy Creek","sm269501","SARP AOP Inland Surveys Exported Oct/2/2022","",true,55001200060426,"Rainy Creek","1b","yes","no","","","","no",1.048609,8.778237,14.8092,-1,"Not applicable","Not applicable","Not applicable","","Not applicable","not identified as a priority by resource managers",-1,-1,-1,"Not applicable","Not applicable  (road-related barrier)","Not applicable (road-related barrier)","No barrier","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not yet evaluated","Not applicable (road-related barrier)","Not applicable (road-related barrier)",,-1,,"no",0,"Unknown","Unknown or none",0,0,0,"not recorded","USDA Forest Service (ownership boundary)","Unknown","yes","","no","no","Cayuse, Umatilla and Walla Walla, Newe Sogobia (Eastern Shoshone), Shoshone-Bannock","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Palisades","North Fork Rainey Creek","17","170401","17040104","1704010407","170401040702","Idaho","Bonneville","ID02","yes","no","no","no","no","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"off network",-1,-1,"https://aquaticbarriers.org/report/combined_barriers/sm269501","xy435260111188","","","N/S Rainy Creek Trail","Unpaved","Bridge","Unknown","No Barrier","No barrier",-1,"NAACC/SARP"
"Assessed road-related barrier",43.519897,-111.191345,"Road barrier - N/S Rainy Creek Trail / Rainy Creek","sm269502","SARP AOP Inland Surveys Exported Oct/2/2022","",true,55001200108258,"Rainy Creek","1b","yes","no","","","","no",1.1191154,10.335639,18.0655,-1,"Not applicable","Not applicable","Not applicable","","Not applicable","not identified as a priority by resource managers",-1,-1,-1,"Not applicable","Not applicable  (road-related barrier)","Not applicable (road-related barrier)","No barrier","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not yet evaluated","Not applicable (road-related barrier)","Not applicable (road-related barrier)",,-1,,"no",0,"Unknown","Unknown or none",0,0,0,"not recorded","USDA Forest Service (ownership boundary)","Unknown","yes","","no","no","Cayuse, Umatilla and Walla Walla, Newe Sogobia (Eastern Shoshone), Shoshone-Bannock","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Palisades","North Fork Rainey Creek","17","170401","17040104","1704010407","170401040702","Idaho","Bonneville","ID02","yes","no","no","no","no","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"off network",-1,-1,"https://aquaticbarriers.org/report/combined_barriers/sm269502","xy435149111197","","","N/S Rainy Creek Trail","Unpaved","Natural ford","Unknown","No Barrier","No barrier",-1,"NAACC/SARP"
"Assessed road-related barrier",43.52214,-111.190285,"Road barrier - N/S Rainy Creek Trail / Rainy Creek","sm269503","SARP AOP Inland Surveys Exported Oct/2/2022","",true,55001200108258,"Rainy Creek","1b","yes","no","","","","no",1.1191154,10.335639,18.0655,-1,"Not applicable","Not applicable","Not applicable","","Not applicable","not identified as a priority by resource managers",-1,-1,-1,"Not applicable","Not applicable  (road-related barrier)","Not applicable (road-related barrier)","No barrier","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not applicable (road-related barrier)","Not yet evaluated","Not applicable (road-related barrier)","Not applicable (road-related barrier)",,-1,,"no",0,"Unknown","Unknown or none",0,0,0,"not recorded","USDA Forest Service (ownership boundary)","Unknown","yes","","no","no","Cayuse, Umatilla and Walla Walla, Newe Sogobia (Eastern Shoshone), Shoshone-Bannock","","Desert Fish Habitat Partnership, Western Native Trout Initiative","Snake Headwaters","Palisades","North Fork Rainey Creek","17","170401","17040104","1704010407","170401040702","Idaho","Bonneville","ID02","yes","no","no","no","no","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"off network",-1,-1,"https://aquaticbarriers.org/report/combined_barriers/sm269503","xy435149111197","","","N/S Rainy Creek Trail","Unpaved","Natural ford","Unknown","No Barrier","No barrier",-1,"NAACC/SARP"
